path,license_expression,copyright,evidence
frontend/src/features/canvas/hooks/useFreezoneCameraOptions.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/hooks/useFreezoneImageModels.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/hooks/useFreezoneStyleTemplates.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/hooks/useFreezoneVideoCameraTemplates.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/hooks/useFreezoneVideoModels.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/hooks/useImageViewer.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/hooks/useImageViewerTransform.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/hooks/useNodeGenerationHistory.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/hooks/useSmoothMinimapPan.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/infrastructure/freezoneAiGateway.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/infrastructure/idGenerator.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/infrastructure/webImageSplitGateway.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/models/index.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/models/providers/huimeng.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/models/providers/openai.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/models/providers/openrouter.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/models/registry.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/models/types.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/AudioNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/AudioOperationsPanel.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/BeatContextNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/CameraMovementPickerPopover.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/CameraPickerPopover.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/ContextPromptPaletteButton.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/GroupNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/ImageEditNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/ImageGenNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/ImageNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/LodShellNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/Pano360ViewerNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/PromptMentionEditor.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/ScriptNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/SkillNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/StoryboardGenNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/StoryboardNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/StylePickerPopover.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/TextAnnotationNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/ThreeDWorldNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/UploadNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/VideoClipPanel.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/VideoComposeNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/VideoNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/VideoOperationsPanel.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/VideoStoryNode.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/VoiceSelectionModal.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/config.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/contextPromptPalette.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/imageGenPrompt.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/index.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/referenceMentions.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/referenceOrdering.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/shared/ReferenceDetachButton.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/shared/ReferenceTextChip.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/shared/albumPendingTotals.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/shared/videoModelCapabilities.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/skillNodeParameters.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/useAudioGeneration.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/nodes/useReferenceMentionSync.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/pricing/index.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/pricing/types.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/snap-align/CanvasSnapAlignButton.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/snap-align/SnapAlignGuides.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/snap-align/computeSnapAlign.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/snap-align/snapAlignStore.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/tools/annotation/codec.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/tools/annotation/draw.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/tools/annotation/index.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/tools/annotation/types.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/tools/builtInTools.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/tools/index.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/tools/registry.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/tools/types.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/trackpad-pan/trackpadPanStore.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/AssetCommitHandle.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/AssetLibraryFolderCoverDialog.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/AssetLibraryItemMedia.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/AssetLibraryModal.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/AssetLibraryNewFolderDialog.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/AssetLibraryUploadDialog.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/AudioWaveformPlayer.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/BackToNodesHint.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/BackgroundCropperDialog.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasAddNodePanel.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasBookmarkContextMenu.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasContextMenu.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasFpsMeter.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasHelpMenu.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasHistoryAssetsModal.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasMinimapBookmarksOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasMinimapButton.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasNodeImage.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasQuickActionBar.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasShortcutsPanel.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasToolMenu.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasViewportBookmarks.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CanvasZoomControl.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/CommitTargetHint.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/DirectorControlBundleBadge.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/EditableTableCell.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/EraseOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/GridActionConfirmOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/ImageViewerModal.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/LightEditorOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/LightEditorPanel.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/MediaModelParameterChip.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/ModelParamsControls.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/MultiAngleEditorOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/MultiAngleEditorPanel.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/MultiAngleSphere.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/MultiSelectionConnectButton.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/MultiSelectionToolbar.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodeActionToolbar.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodeGenerationHistory.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodeGenerationOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodeHeader.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodePriceBadge.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodeReplaceDragPreview.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodeResizeHandle.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodeSideActionRail.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodeSpawnPlusOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/NodeToolDialog.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/OperationPanelShell.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/OutpaintEditorOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/PanelExpandButton.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/ProviderModelPicker.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/RedrawOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/RegenerateButton.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/RotateEditorOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/Scene360Overlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/SelectedNodeOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/StoryboardGroupToolbar.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/UpscaleEditorOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/VideoUpscaleEditorOverlay.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/VideoViewerModal.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/ZoomScaledToolbar.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/assetLibraryItems.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/canvas-node-menu-shared.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/canvasControlStyles.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/canvasToolStore.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/closeButtonStyles.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/edgeVisibilityStore.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/multi-angle-sphere.css,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/nodeControlStyles.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/nodeFrameStyles.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/nodeToolbarConfig.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/pan-shortcut-icons.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/tool-editors/AnnotateToolEditor.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/tool-editors/CropToolEditor.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/tool-editors/FormToolEditor.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/tool-editors/SplitStoryboardToolEditor.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/canvas/ui/tool-editors/types.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/MyBuddyCompanion.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/PikoActionFigure.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/PikoActionTransition.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/mybuddy-actions.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/mybuddy-bubbles.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/mybuddy-companion.css,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/petdex/PetGalleryDialog.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/petdex/PetSpriteThumbnail.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/petdex/SpritePetCompanion.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/petdex/petdex-pet.css,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/petdex/petdex-pets.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/petdex/petdex-storage.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/piko-accessories.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/piko-festivals.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/companion/use-mybuddy-companion-controller.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/AssetLibraryBrowser.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/AssetLibraryPanel.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/CanvasDebugPanel.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/CanvasOutlineList.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/CanvasesTab.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/FreezoneShell.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/canvasDraftStorage.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/canvasMetadataContext.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/canvasSaveCoordinator.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/canvasSyncCore.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/canvasSyncRuntime.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/capabilities/candidate_capabilities.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/capabilities/capabilityRegistry.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/capabilities/portrait_from_ref.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/capabilities/real_scene_sketch_repair.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/commit/BatchCommitDialog.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/commit/CommitDialog.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/commit/commitEligibility.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/commit/committedNodePatch.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/commit/directorRenderCommit.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/commit/promoteToAsset.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/commit/pushTarget.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/commit/sceneDirectorWorldCommit.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/NodeContextBadges.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/beatContextProjection.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/beatContextSnapshot.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/contextMatching.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/contextOperations.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/contextPromptCompiler.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/currentBeatContext.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/inferSkillConnectionRole.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/mainlineContext.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/skillI18n.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/skillNodeInputs.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/skillNodeOutputs.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/context/skillRoles.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/openPresetProjection.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/projectionGraphIds.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/projectionStatusStore.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/projections.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/referenceRoles.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/shotMetadataStore.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/freezone/useCanvasSync.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/piko-mini-game/PikoBreakoutGame.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/piko-mini-game/PikoCatchGame.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/piko-mini-game/PikoFlyingGame.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/piko-mini-game/PikoInspirationStation.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/piko-mini-game/PikoLeapGame.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/piko-mini-game/PikoRollingBallGame.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/piko-mini-game/usePikoGameAudio.ts,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/rewards/AccessoryUnlockPrompt.tsx,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/src/features/rewards/accessory-unlock.css,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
